번호,시간,회사명,종목코드,공시제목,제출인
136,2003-08-18 17:10,에이스디지텍,36550,상장유가증권(협회등록주권)관련이외의소제기,에이스디지텍
135,2003-08-14 19:13,데코앤이,17680,회계정책변경결정,데코앤이
134,2003-08-14 11:14,오스템,31510,회계정책변경결정,오스템
133,2003-08-13 16:19,카카오M,16170,회계정책변경결정,카카오엠
132,2003-08-13 15:52,대한그린파워,60900,회계정책변경결정,대한그린파워
131,2003-08-13 15:33,씨티씨바이오,60590,회계정책변경결정,씨티씨바이오
130,2003-08-13 15:30,새로닉스,42600,회계정책변경결정,새로닉스
129,2003-08-13 12:23,유진로봇,56080,회계정책변경결정,유진로봇
128,2003-08-12 15:10,삼영이엔씨,65570,회계추정변경결정,삼영이엔씨
127,2003-08-11 20:26,쿨투,56020,상장유가증권(협회등록주권)관련이외의소제기,쿨투
126,2003-08-08 17:40,에프아이투어,47370,회계추정변경결정,에프아이투어
125,2003-08-08 17:15,리노공업,58470,벌금등의부과,리노공업
124,2003-08-05 18:13,삼보모터스,53700,상장유가증권(협회등록주권)관련이외의소제기,삼보모터스
123,2003-07-31 19:31,미주제강,2670,대표이사변경,미주제강
122,2003-07-31 16:20,에이치엘비,28300,대표이사변경,에이치엘비
121,2003-07-31 12:08,콜마파마,38710,대표이사변경,콜마파마
120,2003-07-30 11:08,얍엑스,60230,회계추정변경결정,얍엑스
119,2003-07-28 16:13,삼보모터스,53700,상장유가증권(협회등록주권)관련이외의소제기,삼보모터스
118,2003-07-25 10:17,삼보모터스,53700,벌금등의부과,삼보모터스
117,2003-07-15 16:30,삼보모터스,53700,대표이사변경,삼보모터스
116,2003-07-15 15:38,위지트,36090,대표이사변경,위지트
115,2003-07-11 12:39,아이에이,38880,상장유가증권(협회등록주권)관련이외의소제기,아이에이
114,2003-07-10 16:55,디에스티,33430,대표이사변경,디에스티
113,2003-07-08 17:55,CMG제약,58820,대표이사변경,CMG제약
112,2003-07-04 14:04,세라온,50600,대표이사변경,세라온홀딩스
111,2003-06-27 19:31,동화기업,25900,회계추정변경결정,동화기업
110,2003-06-19 18:51,하이록코리아,13030,상장유가증권(협회등록주권)관련이외의소의기각_각하또는취하,하이록코리아
109,2003-06-19 14:39,국제엘렉트릭,53740,[정정]대표이사변경,국제엘렉트릭코리아
108,2003-06-19 14:23,국제엘렉트릭,53740,대표이사변경[정],국제엘렉트릭코리아
107,2003-06-13 19:28,에이치엘비,28300,대표이사변경,에이치엘비
106,2003-06-13 16:16,AJS,13340,대표이사변경,뉴아세아조인트
105,2003-06-10 11:06,유니크,11320,화의채무변제완료보고서제출,유니크
104,2003-06-05 17:47,씨엘인터내셔널,37340,대표이사변경,씨엘인터내셔널
103,2003-06-05 17:07,아이에이,38880,상장유가증권(협회등록주권)관련이외의소의기각_각하또는취하,아이에이
102,2003-06-04 15:38,모헨즈,6920,회계정책변경결정,모헨즈
101,2003-05-31 12:05,성광벤드,14620,대표이사변경,성광벤드
100,2003-05-30 18:49,케이엠에스,38830,상장유가증권(협회등록주권)관련이외의소제기,케이엠에스
99,2003-05-28 17:12,메디앙스,14100,대표이사변경,메디앙스
98,2003-05-28 16:09,피에스엠씨,24850,대표이사변경,피에스엠씨
97,2003-05-19 18:02,브이에스에스티,35400,상장유가증권(협회등록주권)관련이외의소제기,쓰리디넷
96,2003-05-16 16:47,쎄라텍,41550,벌금등의부과,쎄라텍
95,2003-05-15 17:59,피델릭스,32580,[정정]대표이사변경,피델릭스
94,2003-05-15 17:52,피델릭스,32580,대표이사변경[정],피델릭스
93,2003-05-15 15:07,세원물산,24830,회계정책변경결정,세원물산
92,2003-05-14 20:24,유니슨,18000,상장유가증권(협회등록주권)관련이외의소제기,유니슨
91,2003-05-13 18:46,동화기업,25900,회계추정변경결정,동화기업
90,2003-05-13 16:52,성우하이텍,15750,회계정책변경결정,성우하이텍
89,2003-05-12 17:05,일야,58450,회계정책변경결정,일야
88,2003-05-02 14:17,케이엠에스,38830,대표이사변경,케이엠에스
87,2003-04-29 17:58,아비코전자,36010,회계정책변경결정,아비코전자
86,2003-04-23 17:12,태산엘시디,36210,회계정책변경결정,태산엘시디
85,2003-04-18 13:47,디에스티,33430,대표이사변경,디에스티
84,2003-04-16 15:30,프로비타,14420,대표이사변경,프로비타
83,2003-04-15 18:47,에이치엘비,28300,대표이사변경,에이치엘비
82,2003-04-09 15:26,폴켐,33190,대표이사변경,폴켐
81,2003-04-07 09:59,에이치엘비파워,43220,상장유가증권(협회등록주권)관련이외의소제기,에이치엘비파워
80,2003-04-03 16:52,메디앙스,14100,대표이사변경,메디앙스
79,2003-04-03 15:52,쌈지,33260,대표이사변경,쌈지
78,2003-04-01 17:50,디에스티,33430,[정정]대표이사변경,디에스티
77,2003-04-01 16:56,글로포스트,37830,대표이사변경,글로포스트
76,2003-04-01 14:18,디에스티,33430,대표이사변경[정],디에스티
75,2003-03-29 10:39,대동스틸,48470,대표이사변경,대동스틸
74,2003-03-28 18:36,한일단조,24740,대표이사변경,한일단조공업
73,2003-03-28 16:53,KCW,68060,대표이사변경,케이씨더블류
72,2003-03-27 18:49,모라리소스,18890,대표이사변경,브이오산업
71,2003-03-27 16:18,프로비타,14420,대표이사변경,프로비타
70,2003-03-27 15:08,포스코케미칼,3670,대표이사변경,포스코케미칼
69,2003-03-27 14:19,에이치엘비파워,43220,대표이사변경,에이치엘비파워
68,2003-03-27 11:18,유니셈,36200,대표이사변경,유니셈
67,2003-03-26 16:32,트레이스,52290,대표이사변경,트레이스
66,2003-03-26 16:00,현대에이치티,39010,대표이사변경,현대에이치티
65,2003-03-26 14:55,대륙제관,4780,대표이사변경,대륙제관
64,2003-03-26 14:42,브이에스에스티,35400,상장유가증권(협회등록주권)관련이외의소송의확정,쓰리디넷
63,2003-03-25 14:31,GK파워,54020,대표이사변경,지케이파워
62,2003-03-25 10:07,에이치엘비파워,43220,상장유가증권(협회등록주권)관련이외의소제기,에이치엘비파워
61,2003-03-24 15:49,PN풍년,24940,대표이사변경,피엔풍년
60,2003-03-24 15:08,피제이전자,6140,대표이사변경,피제이전자
59,2003-03-21 20:46,씨앤케이인터,39530,대표이사변경,씨앤케이인터내셔널
58,2003-03-21 19:04,와이즈파워,40670,대표이사변경,와이즈파워
57,2003-03-21 18:53,에이스앤파트너스,32930,대표이사변경,에이스 앤 파트너스
56,2003-03-21 16:02,피에이치에이,43370,대표이사변경,피에이치에이
55,2003-03-21 15:36,중앙디앤엠,51980,대표이사변경,중앙디앤엠
54,2003-03-21 14:45,넥스콘테크,38990,대표이사변경,넥스콘테크놀러지
53,2003-03-21 14:19,우전,52270,대표이사변경,우전
52,2003-03-21 14:14,오공,45060,대표이사변경,오공
51,2003-03-21 11:30,ST&I,31800,대표이사변경,에스티앤아이
50,2003-03-20 17:55,서호전기,65710,[정정]회계추정변경결정,서호전기
49,2003-03-18 18:18,뉴보텍,60260,대표이사변경,뉴보텍
48,2003-03-18 17:08,시노펙스,25320,대표이사변경,시노펙스
47,2003-03-17 20:50,성우몰드,53440,대표이사변경,성우몰드
46,2003-03-17 11:08,태광,23160,대표이사변경,태광
45,2003-03-14 19:40,파루,43200,회계추정변경결정,파루
44,2003-03-14 16:48,코리아나,27050,대표이사변경,코리아나화장품
43,2003-03-14 16:01,피에스케이홀딩스,31980,회계추정변경결정,피에스케이홀딩스
42,2003-03-14 15:47,피에스엠씨,24850,대표이사변경,피에스엠씨
41,2003-03-14 15:38,모아텍,33200,벌금등의부과,모아텍
40,2003-03-13 16:30,서울반도체,46890,회계정책변경결정,서울반도체
39,2003-03-10 17:27,프로비타,14420,벌금등의부과,프로비타
38,2003-03-10 10:20,엔케이바이오,19260,대표이사변경,셀텍
37,2003-03-08 11:35,성우하이텍,15750,회계추정변경결정,성우하이텍
36,2003-03-07 19:51,대동금속,20400,대표이사변경,대동금속
35,2003-03-06 16:59,와이지-원,19210,회계정책변경결정,와이지-원
34,2003-03-04 18:10,원일특강,12620,회계추정변경결정,원일특강
33,2003-03-04 14:06,새로닉스,42600,회계추정변경결정,새로닉스
32,2003-03-04 13:58,새로닉스,42600,회계정책변경결정,새로닉스
31,2003-03-03 17:50,카카오M,16170,상장유가증권(협회등록주권)관련이외의소제기,카카오엠
30,2003-02-28 19:29,주성엔지니어링,36930,회계추정변경결정,주성엔지니어링
29,2003-02-26 11:00,인바디,41830,회계정책변경결정,인바디
28,2003-02-26 10:52,인바디,41830,회계추정변경결정,인바디
27,2003-02-25 17:21,쎄라텍,41550,회계추정변경결정,쎄라텍
26,2003-02-25 14:06,유진기업,23410,회계정책변경결정,유진기업
25,2003-02-25 10:48,제일바이오,52670,대표이사변경,제일바이오
24,2003-02-21 11:30,아이팩토리,53810,회계추정변경결정,아이팩토리
23,2003-02-17 16:15,바이오스마트,38460,회계추정변경결정,바이오스마트
22,2003-02-15 12:18,JW신약,67290,회계추정변경결정,제이더블유신약
21,2003-02-12 18:21,에이치엘비,28300,대표이사변경,에이치엘비
20,2003-02-11 18:37,프로텍,53610,회계정책변경결정,프로텍
19,2003-02-10 15:52,스카이문스테크놀로지,33790,대표이사변경,스카이문스테크놀로지
18,2003-02-07 18:12,SG&G,40610,벌금등의부과,에스지엔지
17,2003-02-07 16:58,대호특수강,21040,대표이사변경,대호특수강
16,2003-02-06 15:10,지엔텍홀딩스,65410,[정정]회계추정변경결정,지엔텍홀딩스
15,2003-02-06 14:51,지앤알,43630,회계추정변경결정,지앤알
14,2003-02-06 14:31,지엔텍홀딩스,65410,회계추정변경결정[정],지엔텍홀딩스
13,2003-02-05 15:07,대호특수강,21040,회사정리절차종결결정,대호특수강
12,2003-01-30 13:58,파커스,65690,대표이사변경,파커스
11,2003-01-29 15:28,에이치엘비,28300,대표이사변경,에이치엘비
10,2003-01-28 14:15,대호특수강,21040,회사정리절차종결신청,대호특수강
9,2003-01-24 15:40,아이스테이션,56010,대표이사변경,아이스테이션
8,2003-01-23 10:41,SKC 솔믹스,57500,회계추정변경결정,에스케이씨 솔믹스
7,2003-01-22 11:01,엠엔에프씨,48640,회계추정변경결정,엠엔에프씨
6,2003-01-20 11:28,뉴보텍,60260,회계추정변경결정,뉴보텍
5,2003-01-18 10:45,한국테크놀로지,53590,대표이사변경,한국테크놀로지
4,2003-01-17 17:18,레이젠,47440,대표이사변경,디케이씨
3,2003-01-15 14:45,대양제지,6580,대표이사변경,대양제지공업
2,2003-01-07 15:45,나라엠앤디,51490,회계정책변경결정,나라엠앤디
1,2003-01-02 14:26,대한광통신,10170,대표이사변경,대한광통신
327,2004-12-31 16:54,유아이에너지,50050,소송등의제기ㆍ신청,유아이에너지
326,2004-12-30 17:14,데코,13650,대표이사변경,데코
325,2004-12-30 16:07,글로포스트,37830,소송등의판결ㆍ결정,글로포스트
324,2004-12-30 16:04,무림SP,1810,대표이사변경,무림에스피
323,2004-12-27 16:13,에프아이투어,47370,대표이사변경,에프아이투어
322,2004-12-27 11:03,신일제약,12790,대표이사변경,신일제약
321,2004-12-22 17:53,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
320,2004-12-22 16:37,블루젬디앤씨,53040,대표이사변경,블루젬디앤씨
319,2004-12-21 18:29,삼보모터스,53700,벌금등의부과,삼보모터스
318,2004-12-20 17:53,한국알콜,17890,대표이사변경,한국알콜산업
317,2004-12-20 17:15,케이엠에스,38830,소송등의판결ㆍ결정,케이엠에스
316,2004-12-20 16:04,유아이에너지,50050,소송등의제기ㆍ신청,유아이에너지
315,2004-12-16 20:35,코디콤,41800,소송등의제기ㆍ신청,코디콤
314,2004-12-16 13:38,코콤,15710,소송등의판결ㆍ결정,코콤
313,2004-12-15 20:32,코디콤,41800,소송등의제기ㆍ신청,코디콤
312,2004-12-15 20:03,현진소재,53660,소송등의제기ㆍ신청,현진소재
311,2004-12-15 18:44,파세코,37070,소송등의제기ㆍ신청,파세코
310,2004-12-15 13:38,일지테크,19540,회계정책변경결정,일지테크
309,2004-12-14 16:37,파세코,37070,소송등의판결ㆍ결정,파세코
308,2004-12-13 17:52,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
307,2004-12-13 15:14,동성하이켐,13450,대표이사변경,동성하이켐
306,2004-12-13 14:27,모라리소스,18890,대표이사변경,브이오산업
305,2004-12-10 16:58,파워넷,37030,회사재산보전처분결정,파워넷
304,2004-12-10 16:18,대한그린파워,60900,소송등의제기ㆍ신청,대한그린파워
303,2004-12-10 14:37,샤인시스템,66300,대표이사변경,샤인시스템
302,2004-12-09 14:22,케이엠에스,38830,벌금등의부과,케이엠에스
301,2004-12-08 18:34,글로포스트,37830,대표이사변경,글로포스트
300,2004-12-08 18:21,파워넷,37030,회사정리절차개시신청,파워넷
299,2004-12-07 16:23,엔케이바이오,19260,대표이사변경,셀텍
298,2004-12-06 18:08,선팩테크,54010,소송등의제기ㆍ신청,선팩테크
297,2004-12-06 16:04,코디콤,41800,대표이사변경,코디콤
296,2004-12-06 15:15,녹십자셀,31390,대표이사변경,녹십자셀
295,2004-12-03 19:23,ST&I,31800,대표이사변경,에스티앤아이
294,2004-12-03 19:03,코디콤,41800,대표이사변경,코디콤
293,2004-12-03 17:35,지노시스템,33850,소송등의제기ㆍ신청,지노시스템
292,2004-12-02 20:56,프로비타,14420,횡령사고발생,프로비타
291,2004-12-02 18:26,코디콤,41800,대표이사변경,코디콤
290,2004-12-01 17:48,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
289,2004-12-01 17:47,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
288,2004-12-01 17:47,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
287,2004-11-30 16:05,GK파워,54020,대표이사변경,지케이파워
286,2004-11-30 14:31,글로포스트,37830,소송등의제기ㆍ신청,글로포스트
285,2004-11-29 18:40,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
284,2004-11-29 17:34,에이치엘비,28300,소송등의판결ㆍ결정,에이치엘비
283,2004-11-29 07:19,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
282,2004-11-22 10:46,퓨쳐비젼,42570,대표이사변경,퓨쳐비젼
281,2004-11-18 16:40,글로포스트,37830,대표이사변경,글로포스트
280,2004-11-16 15:46,셀루메드,49180,대표이사변경,셀루메드
279,2004-11-15 16:29,세원물산,24830,회계정책변경결정,세원물산
278,2004-11-15 12:56,자강,36790,회계추정변경결정,자강
277,2004-11-12 18:25,지노시스템,33850,소송등의판결ㆍ결정,지노시스템
276,2004-11-11 12:34,자강,36790,벌금등의부과,자강
275,2004-11-09 16:34,세븐코스프,17160,소송등의판결ㆍ결정,세븐코스프
274,2004-11-08 17:37,현대바이오,48410,벌금등의부과,현대바이오사이언스
273,2004-11-08 17:23,코아시아,45970,대표이사변경,코아시아
