회사명,거래소코드,회계년도,소속코드,감사의견코드,정기공시제목,수시공시제목,폐지사유요약,공시발생일,부도
플래닛팔이(주),57330.0,2007/12,4.0,DU,0,상장폐지,최근 3사업연도 연속 자기자본 대비 50% 초과 법인세,2008-04-11 11:13,0.0
한국유나이티드제약(주),33270.0,2006/03,4.0,UQ,0,상장폐지,유가증권시장 상장,2007-10-19 16:32,1.0
한국콜마(주),24720.0,2001/03,4.0,UQ,0,상장폐지,증권거래소 상장,2002-04-08 20:24,1.0
한국통신데이타(주),45760.0,2007/12,4.0,DS,0,상장폐지,감사의견거절(감사범위제한),2008-06-02 17:45,0.0
한국통신엠닷컴(주),30700.0,2000/06,4.0,UQ,0,상장폐지,피흡수합병,2001-05-17 15:04,1.0
한빛전자통신(주),44570.0,2001/12,4.0,NS,0,상장폐지승인,감사의견거절 및 법정제출기한 익일로부터 30일이내에 사업보고서 미제출,2002-05-03 10:54,1.0
한서제약(주),44070.0,2008/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2009-08-20 17:31,1.0
한솔신텍(주),99660.0,2017/12,4.0,UQ,0,상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2018-06-26 18:45,1.0
해원에스티(주),58480.0,2009/12,4.0,DS,0,상장폐지,감사범위제한으로 인한 감사의견거절,2010-04-26 18:59,0.0
현대정보기술(주),26180.0,2018/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2019-07-12 16:00,1.0
현주컴퓨터(주),38960.0,2004/06,4.0,UQ,0,상장폐지,최종부도(상장폐지사유 발생일 : 2005년 04월 25일),2005-04-26 17:57,1.0
후야인포넷(주),32050.0,2004/12,4.0,UQ,0,상장폐지,자본전액잠식(상장폐지사유 발생일 : 2005년 04월 11일),2005-04-12 16:46,1.0
후야인포넷(주),32050.0,2004/12,4.0,UQ,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),2005-03-22 09:55,1.0
